,energy,liveness,tempo,speechiness,acousticness,instrumentalness,time_signature,danceability,key,duration_ms,loudness,valence,mode,track_id,Position,Track Name,Artist,Streams,date,track_id
10841,0.596,0.145,130.043,0.0334,0.595,0.0,4,0.499,8,262362,-6.778,0.2,1,7kPt9mmvufI8A99lvwlzAB,42,เอาไว้ค่อยคุย,Gliss,46600,2018-09-09,7kPt9mmvufI8A99lvwlzAB
16641,0.861,0.325,131.974,0.237,0.32,0.00175,4,0.738,2,189052,-4.141,0.58,1,3VHrwffnUZFb7FidvPV3OA,42,Kill This Love,BLACKPINK,77850,2019-03-31,3VHrwffnUZFb7FidvPV3OA
15441,0.693,0.12300000000000001,98.039,0.034,0.33899999999999997,0.0,4,0.745,2,181900,-5.479,0.248,0,2XWjPtKdi5sucFYtVav07d,42,365,Zedd,67684,2019-02-17,2XWjPtKdi5sucFYtVav07d
21241,0.684,0.10400000000000001,132.113,0.0439,0.0545,0.0,4,0.617,0,150867,-3.6180000000000003,0.295,1,7C39RtGhnEw7cyf0Pyw7PV,42,Saint-Tropez,Post Malone,122301,2019-09-08,7C39RtGhnEw7cyf0Pyw7PV
41,0.794,0.11199999999999999,139.994,0.0522,0.0323,2.59e-05,4,0.731,0,220454,-5.126,0.35600000000000004,0,3HVr6jTVwBHBa2flM0eURR,42,Glorious (feat. Skylar Grey),Macklemore,18487,2017-08-27,3HVr6jTVwBHBa2flM0eURR
15042,0.813,0.11800000000000001,154.13299999999998,0.11599999999999999,0.00449,0.0,4,0.478,6,232285,-4.454,0.514,0,2LNrX9ES2w3j4j82EQI14q,43,เช้าที่ดวงอาทิตย์ไม่เคยส่องแสง,Bodyslam,66514,2019-02-03,2LNrX9ES2w3j4j82EQI14q
16842,0.507,0.109,143.96,0.37799999999999995,0.7040000000000001,3.14e-05,4,0.892,0,158587,-8.282,0.695,1,6tsOcBnaKgzK22yEiqRh8P,43,MONOPOLY (with Victoria Monét),Ariana Grande,76522,2019-04-07,6tsOcBnaKgzK22yEiqRh8P
13842,0.875,0.0783,155.97,0.0565,0.00945,0.0,4,0.45299999999999996,4,263105,-4.103,0.336,0,6FZfxnZ1qoVoL5EpQXXWOx,43,149.6,Bodyslam,66165,2018-12-23,6FZfxnZ1qoVoL5EpQXXWOx
5042,0.648,0.134,143.955,0.0449,0.0956,0.0,4,0.708,6,201707,-5.626,0.33799999999999997,1,45Egmo7icyopuzJN0oMEdk,43,Love Lies (with Normani),Khalid,31974,2018-02-18,45Egmo7icyopuzJN0oMEdk
10242,0.718,0.16699999999999998,104.971,0.0312,0.059000000000000004,0.0,4,0.7090000000000001,6,205820,-3.315,0.24,0,7gr57cYekMWriyJYbT7oZ4,43,HANN (Alone),(G)I-DLE,44804,2018-08-19,7gr57cYekMWriyJYbT7oZ4
12442,0.769,0.10800000000000001,170.03599999999997,0.0872,0.0183,0.0,4,0.5660000000000001,7,191100,-4.342,0.385,1,5sbooPcNgIE22DwO0VNGUJ,43,POP/STARS,K/DA,68515,2018-11-04,5sbooPcNgIE22DwO0VNGUJ
42,0.426,0.0546,85.90799999999999,0.0509,0.0142,0.0,4,0.728,0,188174,-6.69,0.8440000000000001,1,167NczpNbRF7oWakJaY3Hh,43,Slow Hands,Niall Horan,18317,2017-08-27,167NczpNbRF7oWakJaY3Hh
7243,0.769,0.0628,114.96600000000001,0.18600000000000003,0.314,2.38e-06,4,0.755,10,186080,-5.6579999999999995,0.642,0,5Co8mnbtshK44Uh96aHxdu,44,The Way I Am,Charlie Puth,37812,2018-05-06,5Co8mnbtshK44Uh96aHxdu
643,0.6940000000000001,0.66,87.29299999999999,0.429,0.38,0.00020299999999999997,3,0.252,0,107062,-15.389000000000001,0.325,0,7KXEhfjwdxHVra8VcT2QHH,44,Skit: Billboard Music Awards Speech,BTS,23186,2017-09-17,7KXEhfjwdxHVra8VcT2QHH
43,0.743,0.257,123.074,0.0355,0.034,0.0,4,0.644,5,203000,-5.002,0.544,0,3PEgB3fkiojxms35ntsTgs,44,More Than You Know,Axwell /\ Ingrosso,18147,2017-08-27,3PEgB3fkiojxms35ntsTgs
12243,0.696,0.249,96.02,0.0343,0.0231,0.0,4,0.711,2,220000,-6.444,0.792,1,5WEHilfOdudSxPesExdQiQ,44,7K,O-Pavee,59742,2018-10-28,5WEHilfOdudSxPesExdQiQ
18643,0.8809999999999999,0.10300000000000001,160.145,0.0834,0.0632,0.0,3,0.619,7,201880,-4.683,0.769,1,7oEm5Q1virEUB9H0XjWZzF,44,Don’t Need Your Love,NCT DREAM,86218,2019-06-09,7oEm5Q1virEUB9H0XjWZzF
18443,0.882,0.316,99.991,0.0602,0.19399999999999998,0.0,4,0.77,8,223523,-4.792,0.385,1,5PYQUBXc7NYeI1obMKSJK0,44,Never Really Over,Katy Perry,81567,2019-06-02,5PYQUBXc7NYeI1obMKSJK0
12443,0.556,0.0854,104.0,0.0614,0.583,7.54e-06,4,0.812,10,245636,-5.212000000000001,0.5589999999999999,1,089OggImoTkmiPMVtVAs3I,44,ยิ้มก็พอ feat. Wonderframe,TOR Saksit,65683,2018-11-04,089OggImoTkmiPMVtVAs3I
7443,0.69,0.10400000000000001,94.02799999999999,0.0524,0.0164,0.0,4,0.728,8,221153,-4.343999999999999,0.415,0,1YNQscOx6OqBQjxgJVhEeW,44,"Girls (feat. Cardi B, Bebe Rexha & Charli XCX)",Rita Ora,34695,2018-05-13,1YNQscOx6OqBQjxgJVhEeW
5643,0.306,0.311,173.58,0.0303,0.147,0.000851,4,0.317,9,273000,-11.915999999999999,0.33299999999999996,1,0S741gpnPQORvndXqMkGNX,44,อย่าร้องไห้,Singto Numchok,28791,2018-03-11,0S741gpnPQORvndXqMkGNX
1043,0.7140000000000001,0.253,104.99600000000001,0.0792,0.0249,0.0,4,0.705,11,209733,-6.39,0.434,0,7fwXWKdDNI5IutOMc5OKYw,44,Mi Gente (feat. Beyoncé),J Balvin,22232,2017-10-01,7fwXWKdDNI5IutOMc5OKYw
8843,0.48200000000000004,0.44799999999999995,181.995,0.139,0.006229999999999999,0.0144,4,0.735,8,217933,-9.445,0.315,1,0bAkKNCQfWkexHFn7fIKns,44,In My Feelings,Drake,41061,2018-07-01,0bAkKNCQfWkexHFn7fIKns
7843,0.622,0.126,121.988,0.0756,0.040999999999999995,0.0,4,0.841,0,164147,-6.763,0.738,1,0Dq49j3dELbttQVUJbtn0c,44,Nervous,Shawn Mendes,35865,2018-05-27,0Dq49j3dELbttQVUJbtn0c
5243,0.66,0.126,79.973,0.0522,0.59,0.0,4,0.7290000000000001,5,276750,-7.58,0.877,1,6iXBlrBFuV6W3jExGuWy6f,44,เกลียด,The Yers,30860,2018-02-25,6iXBlrBFuV6W3jExGuWy6f
6444,0.6,0.0607,120.022,0.0705,0.289,0.0,4,0.856,7,206351,-4.712,0.711,1,42rziXmwGA04hNSMi2MliA,45,EVERYDAY,WINNER,32014,2018-04-08,42rziXmwGA04hNSMi2MliA
26044,0.6459999999999999,0.191,141.87,0.0596,0.0104,0.0,4,0.703,6,208590,-6.6579999999999995,0.64,1,1xfXXujIlLZAx5wpu46Nyk,45,Moon,BTS,163805,2020-02-23,1xfXXujIlLZAx5wpu46Nyk
44,0.5329999999999999,0.0894,183.945,0.38299999999999995,0.743,0.0,4,0.742,10,267910,-7.761,0.754,1,4MSnsmZbrh25VE8IJcZufb,45,โทษที่เอาแต่ใจ (sorry),Peck Palitchoke,17524,2017-08-27,4MSnsmZbrh25VE8IJcZufb
25044,0.903,0.25,134.999,0.0374,0.5920000000000001,0.0,4,0.754,11,308373,-4.243,0.76,0,3y7OjUQToZCM0fdgHHeyHZ,45,"โดดดิด่ง - From ""ไทบ้าน x BNK48 จากใจผู้สาวคนนี้""",BNK48,124960,2020-01-19,3y7OjUQToZCM0fdgHHeyHZ
9844,0.7170000000000001,0.105,100.027,0.0337,0.34600000000000003,0.0,4,0.638,2,180000,-4.7219999999999995,0.249,1,4VUwkH455At9kENOfzTqmF,45,Beautiful (feat. Camila Cabello),Bazzi,41822,2018-08-05,4VUwkH455At9kENOfzTqmF
19844,0.861,0.127,148.065,0.0455,0.203,1.47e-06,4,0.688,5,198293,-2.7889999999999997,0.875,0,4hHRHdPzKTpobGyyW9ipNg,45,Long Flight,TAEYONG,91049,2019-07-21,4hHRHdPzKTpobGyyW9ipNg
11244,0.6509999999999999,0.0662,105.15899999999999,0.0432,0.0651,0.0,4,0.539,1,199227,-5.303999999999999,0.474,1,15kQGEy89K8deJcZVFEn0N,45,This Feeling (feat. Kelsea Ballerini),The Chainsmokers,48597,2018-09-23,15kQGEy89K8deJcZVFEn0N
15844,0.419,0.109,99.822,0.0865,0.55,0.0,4,0.745,0,194769,-12.579,0.306,0,1qDWMtyHiacpb7sQf90hlb,45,หลังจากฉันตาย,Illslick,72738,2019-03-03,1qDWMtyHiacpb7sQf90hlb
20844,0.7020000000000001,0.105,169.99400000000003,0.157,0.11699999999999999,2.0600000000000003e-05,4,0.552,9,178427,-5.707000000000001,0.564,1,1BxfuPKGuaTgP7aM0Bbdwr,45,Cruel Summer,Taylor Swift,114190,2019-08-25,1BxfuPKGuaTgP7aM0Bbdwr
11045,0.564,0.0914,99.96799999999999,0.03,0.0599,0.0,4,0.6859999999999999,5,212429,-6.063,0.266,0,7qIICzwgm3eu1Ic3ufPGJf,46,Thick And Thin,LANY,44553,2018-09-16,7qIICzwgm3eu1Ic3ufPGJf
12645,0.637,0.368,177.91299999999998,0.0703,0.0722,0.0,4,0.38299999999999995,3,260773,-6.992999999999999,0.0827,1,2RSHsoi04658QL5xgQVov3,46,Bad Liar,Imagine Dragons,67247,2018-11-11,2RSHsoi04658QL5xgQVov3
45,0.629,0.138,122.863,0.0563,0.259,1.6e-05,4,0.7070000000000001,0,212459,-4.581,0.457,0,1x5sYLZiu9r5E43kMlt9f8,46,Symphony (feat. Zara Larsson),Clean Bandit,17274,2017-08-27,1x5sYLZiu9r5E43kMlt9f8
6645,0.91,0.266,169.982,0.064,0.0846,0.0,4,0.573,8,208238,-1.578,0.602,1,2PhG74FocRobLC8pP9cIBI,46,What is Love?,TWICE,31387,2018-04-15,2PhG74FocRobLC8pP9cIBI
6245,0.581,0.257,94.555,0.0881,0.21,0.000708,4,0.503,6,233601,-7.007000000000001,0.633,1,7AWZvcyaSBxRzaBJcHf9XL,46,Day 1 ◑,HONNE,31935,2018-04-01,7AWZvcyaSBxRzaBJcHf9XL
11446,0.638,0.631,89.98,0.0438,0.129,0.0,4,0.499,0,239835,-6.145,0.253,1,4J4zx8xGJpuGndrVc06KaT,47,Diamond Heart,Alan Walker,47461,2018-09-30,4J4zx8xGJpuGndrVc06KaT
20446,0.511,0.21,99.89299999999999,0.0328,0.25,0.0,4,0.6890000000000001,2,265979,-7.7410000000000005,0.275,1,0vIvE2RgjnMpUQn875C4Vz,47,รักติดไซเรน,แพรวา ณิชาภัทร,107818,2019-08-11,0vIvE2RgjnMpUQn875C4Vz
17246,0.9359999999999999,0.364,120.976,0.049,0.22,0.0,4,0.763,1,214042,-5.332999999999999,0.86,1,5zKV0E5GsIoiNDZ9Xn7bTi,47,มากับบิ๊ก (feat. OG-ANIC),D Gerrard,68669,2019-04-21,5zKV0E5GsIoiNDZ9Xn7bTi
20046,0.861,0.0974,84.007,0.0624,0.0184,0.0,4,0.679,7,186000,-4.789,0.57,0,7nVTeSpry1cMbgyCmSd1ae,47,ดึกแล้วอย่าเพิ่งกลับ,Jaonaay,97851,2019-07-28,7nVTeSpry1cMbgyCmSd1ae
46,0.868,0.10400000000000001,121.03,0.0291,0.15,0.132,4,0.703,7,193613,-4.6610000000000005,0.733,0,1NDxZ7cFAo481dtYWdrUnR,47,Pretty Girl - Cheat Codes X CADE Remix,Maggie Lindemann,17258,2017-08-27,1NDxZ7cFAo481dtYWdrUnR
10446,0.7929999999999999,0.111,108.04799999999999,0.0405,0.18899999999999997,0.0,4,0.569,1,251280,-3.7489999999999997,0.45,1,4eVkn18rN4GguUWOsR6Use,47,Answer : Love Myself,BTS,46747,2018-08-26,4eVkn18rN4GguUWOsR6Use
13646,0.551,0.0878,95.98200000000001,0.0275,0.4,0.0,4,0.662,10,254062,-5.8870000000000005,0.516,1,6ArypJhDZYRRVziSnQGMR6,47,คุณได้ไปต่อ,Atom Chanakan,59761,2018-12-16,6ArypJhDZYRRVziSnQGMR6
18846,0.843,0.0372,180.055,0.109,0.0163,9.96e-06,4,0.687,7,185796,-4.242,0.597,1,3jsWXhE5NuPWQ4IHplv2zt,47,BIRTHDAY,SOMI,82902,2019-06-16,3jsWXhE5NuPWQ4IHplv2zt
17846,0.49200000000000005,0.583,118.926,0.11800000000000001,0.34700000000000003,0.0,4,0.9329999999999999,6,207250,-5.656000000000001,0.74,1,1Wuq5oThaFJmFl2vJNYMKD,47,"ทั้งจำทั้งปรับ (Jailhouse rap) feat. YOUNGOHM, KARN The Parkinson",Stamp,68539,2019-05-12,1Wuq5oThaFJmFl2vJNYMKD
6246,0.467,0.124,159.88299999999998,0.0337,0.515,5.04e-05,4,0.7190000000000001,6,180000,-6.968,0.8109999999999999,0,03UCygRxVwn1CyFEA7fiTV,47,ฝันฤดูร้อน,The Toys,31256,2018-04-01,03UCygRxVwn1CyFEA7fiTV
11646,0.491,0.0831,98.05,0.0954,0.677,0.000987,4,0.838,9,223000,-6.729,0.38799999999999996,1,3rbMwlJc7H6xW1HUwuopWI,47,เห็นแก่ตัว,DarkFace,47227,2018-10-07,3rbMwlJc7H6xW1HUwuopWI
1247,0.48100000000000004,0.0808,137.001,0.054000000000000006,0.302,3.67e-06,4,0.745,2,224449,-8.291,0.22899999999999998,1,2ZE3DJuizYTad2S4CvRRhK,48,Easy Love,Lauv,20604,2017-10-08,2ZE3DJuizYTad2S4CvRRhK
10447,0.578,0.231,86.73,0.0626,0.445,0.0,5,0.34700000000000003,8,276708,-7.525,0.226,1,5cQB9fbuQCz4muQUFkv3rR,48,Serendipity (Full Length Edition),BTS,46560,2018-08-26,5cQB9fbuQCz4muQUFkv3rR
10647,0.44299999999999995,0.12300000000000001,153.985,0.0674,0.6759999999999999,0.0,4,0.805,1,180704,-7.285,0.966,0,4tsebfF0OfM3A4GkytiGSf,48,มอง,DABOYWAY,41944,2018-09-02,4tsebfF0OfM3A4GkytiGSf
19647,0.823,0.361,151.95600000000002,0.0495,0.133,0.0,4,0.715,5,161747,-5.313,0.91,0,1DhRbox3xkceP64k3JeYfW,48,Antisocial (with Travis Scott),Ed Sheeran,87643,2019-07-14,1DhRbox3xkceP64k3JeYfW
14847,0.695,0.0911,103.096,0.237,0.634,0.0,4,0.782,4,186990,-6.457999999999999,0.425,1,10ylMfx1RB7qXLTSSy1Ryt,48,Hey Bae,D Gerrard,63520,2019-01-27,10ylMfx1RB7qXLTSSy1Ryt
6847,0.7829999999999999,0.161,124.08,0.0523,0.0038,0.0012,4,0.532,2,247427,-5.697,0.643,1,6g1NlCpW7fgqDnWbCCDrHl,48,Wake Me Up - Radio Edit,Avicii,30968,2018-04-22,6g1NlCpW7fgqDnWbCCDrHl
22647,0.792,0.115,108.00200000000001,0.0354,0.0743,3.4899999999999995e-05,4,0.486,8,338539,-6.742999999999999,0.39399999999999996,1,1uYuLb6zE8xd9QIT7CQQ1t,48,พบพาน,Cocktail,115016,2019-10-27,1uYuLb6zE8xd9QIT7CQQ1t
5047,0.507,0.0943,91.984,0.0382,0.273,2.27e-06,4,0.604,0,255886,-7.928,0.114,1,2BNkTvg1kHAAfGvqh56x5a,48,Getting Over You,Lauv,30058,2018-02-18,2BNkTvg1kHAAfGvqh56x5a
47,0.624,0.0513,117.959,0.0488,0.158,0.0,4,0.855,1,180757,-4.093,0.9620000000000001,1,4c2W3VKsOFoIg2SFaO6DY5,48,Your Song,Rita Ora,17085,2017-08-27,4c2W3VKsOFoIg2SFaO6DY5
3047,0.7090000000000001,0.115,129.961,0.0733,0.145,0.000449,4,0.643,0,227088,-4.343,0.264,1,6VpQdig9pdpTSIFItgkJV5,48,Never Be the Same,Camila Cabello,25205,2017-12-10,6VpQdig9pdpTSIFItgkJV5
9447,0.727,0.0644,180.09,0.0357,0.000718,1.9699999999999998e-05,4,0.479,4,253249,-5.369,0.0577,1,7MRY4VpCuZvBmFda6ZCk2G,48,Love It If We Made It,The 1975,40248,2018-07-22,7MRY4VpCuZvBmFda6ZCk2G
11647,0.774,0.10800000000000001,99.98700000000001,0.0475,0.183,0.0,4,0.723,9,195600,-5.07,0.40399999999999997,0,15MePqxf1AayUNQRptNJ0L,48,Trip,Lipta,47040,2018-10-07,15MePqxf1AayUNQRptNJ0L
9647,0.815,0.0812,138.0,0.0551,0.0925,0.0,4,0.528,10,233747,-4.079,0.49700000000000005,1,5zRMhQ21pWGN0rPxAS4QkI,48,เท่าไหร่ไม่จำ,Potato,40235,2018-07-29,5zRMhQ21pWGN0rPxAS4QkI
9847,0.408,0.0952,112.00299999999999,0.0344,0.544,0.136,4,0.774,6,208098,-9.156,0.828,1,1ue2yCGLgvUKnfqQaXN0cb,48,ไม่ให้เธอหายไป,Earth Patravee,40453,2018-08-05,1ue2yCGLgvUKnfqQaXN0cb
2648,0.607,0.0631,101.96600000000001,0.0574,0.10400000000000001,0.0,4,0.529,6,234107,-6.781000000000001,0.23800000000000002,1,7krbSH3rd8lhIZvuzTV3Bl,49,Naked,James Arthur,22990,2017-11-26,7krbSH3rd8lhIZvuzTV3Bl
24048,0.765,0.32,98.031,0.0593,0.263,0.0,4,0.758,0,207699,-4.862,0.546,1,1zqT0PWLvLKv7aXbcej4i5,49,Capture,Twopee Southside,108100,2019-12-15,1zqT0PWLvLKv7aXbcej4i5
7048,0.373,0.10099999999999999,109.012,0.0318,0.9229999999999999,3.4e-06,4,0.542,10,266828,-8.722000000000001,0.315,1,29gzHYQ0fDI4Nobkaye6Ik,49,เห็นฉันไหม,B5,30409,2018-04-29,29gzHYQ0fDI4Nobkaye6Ik
24848,0.545,0.10300000000000001,114.99799999999999,0.0706,0.20800000000000002,8.01e-05,4,0.838,5,220590,-6.712999999999999,0.631,1,7HMmFQsKsljwTw8bS7lu19,49,Rare,Selena Gomez,118299,2020-01-12,7HMmFQsKsljwTw8bS7lu19
4648,0.7559999999999999,0.0374,82.02,0.0595,0.128,5.3e-06,4,0.674,9,245854,-5.925,0.9079999999999999,1,6dZzTJXuTR2WWtGOvHutOU,49,ผู้ช่วยที่ดีที่สุด,Polycat,25787,2018-02-04,6dZzTJXuTR2WWtGOvHutOU
13048,0.836,0.0507,151.977,0.23800000000000002,0.218,0.0,4,0.653,9,199773,-6.018,0.569,1,1zedfw5iu7XzKJT8CupEIP,49,Simon Says,NCT 127,65911,2018-11-25,1zedfw5iu7XzKJT8CupEIP
48,0.885,0.0859,129.93,0.0305,0.445,0.0,4,0.647,11,192106,-2.3930000000000002,0.594,0,6elsRmdqv0DGmmppxnqm4q,49,มือลั่น,Jazz Spooknickpapiyongkookkook,16782,2017-08-27,6elsRmdqv0DGmmppxnqm4q
18248,0.528,0.057,102.009,0.051,0.0307,0.0,4,0.895,0,214140,-5.141,0.8240000000000001,1,3dDaopDtYymLkpIlejKBaV,49,เขตห้ามหวง,TOR Saksit,68479,2019-05-26,3dDaopDtYymLkpIlejKBaV
10248,0.768,0.325,123.07,0.0394,0.0119,4.91e-06,4,0.7809999999999999,11,213309,-5.9910000000000005,0.486,1,5N5k9nd479b1xpDZ4usjrg,49,Promises (with Sam Smith),Calvin Harris,43440,2018-08-19,5N5k9nd479b1xpDZ4usjrg
7649,0.517,0.0992,87.992,0.0618,0.556,0.0,4,0.708,7,200613,-7.466,0.457,1,5cuRYDNIcSu5noyXQpULKg,50,Where Were You In The Morning?,Shawn Mendes,35509,2018-05-20,5cuRYDNIcSu5noyXQpULKg
19649,0.621,0.0865,97.986,0.0824,0.14800000000000002,0.0,4,0.857,9,204467,-6.376,0.6679999999999999,0,4vUmTMuQqjdnvlZmAH61Qk,50,South of the Border (feat. Camila Cabello & Cardi B),Ed Sheeran,87279,2019-07-14,4vUmTMuQqjdnvlZmAH61Qk
2449,0.883,0.305,122.045,0.0353,0.12300000000000001,4.42e-06,4,0.721,2,284250,-5.87,0.9159999999999999,1,5OzKApzqDkOVg4P5jQlD8J,50,Koisuru Fortune Cookie คุกกี้เสี่ยงทาย,BNK48,20949,2017-11-19,5OzKApzqDkOVg4P5jQlD8J
18249,0.7559999999999999,0.115,91.99,0.0334,0.40299999999999997,0.0,4,0.626,0,312245,-5.056,0.637,1,7lQLlkBmHcDGJ2becWAUAa,50,ครัวซองอัลมอนด์(God fail),Season Five,68294,2019-05-26,7lQLlkBmHcDGJ2becWAUAa
23649,0.75,0.11699999999999999,169.954,0.111,0.00632,7.6e-05,4,0.531,10,200080,-5.831,0.198,0,57vxBYXtHMk6H1aD29V7PU,50,Heartless,The Weeknd,108351,2019-12-01,57vxBYXtHMk6H1aD29V7PU
25849,0.825,0.0627,102.024,0.0645,0.604,0.0,4,0.7090000000000001,1,201800,-2.241,0.813,1,1miAQyBEMvHJ62JFuERLyr,50,How To Love (feat. GRAY),ALLY,127931,2020-02-16,1miAQyBEMvHJ62JFuERLyr
49,0.379,0.0986,107.98899999999999,0.0476,0.607,0.00046399999999999995,4,0.614,4,258987,-10.48,0.201,1,6fxVffaTuwjgEk5h9QyRjy,50,Photograph,Ed Sheeran,16315,2017-08-27,6fxVffaTuwjgEk5h9QyRjy
11449,0.8009999999999999,0.0642,95.881,0.228,0.157,4.82e-06,4,0.8420000000000001,8,212500,-4.167,0.617,0,4w8niZpiMy6qz1mntFA5uM,50,"Taki Taki (with Selena Gomez, Ozuna & Cardi B)",DJ Snake,44006,2018-09-30,4w8niZpiMy6qz1mntFA5uM
20049,0.904,0.182,124.979,0.0834,0.0324,3.1e-05,4,0.8009999999999999,2,191142,-2.819,0.8140000000000001,1,7zFBtYAVURF3bUVqEQ6UUu,50,ICY,ITZY,93400,2019-07-28,7zFBtYAVURF3bUVqEQ6UUu
14249,0.8290000000000001,0.0993,101.85,0.0445,0.0741,0.0,4,0.53,3,221813,-2.526,0.423,0,0xq4ZTcmwBfkPGo4RRKmMe,50,Gotta Go,CHUNG HA,59157,2019-01-06,0xq4ZTcmwBfkPGo4RRKmMe
8849,0.758,0.163,160.095,0.0872,0.248,0.000152,4,0.774,1,193500,-4.684,0.486,1,2MezCXpLYYWcShseflM6NB,50,ไม่ตอบ,UrboyTJ,39236,2018-07-01,2MezCXpLYYWcShseflM6NB
21249,0.654,0.484,84.32600000000001,0.113,0.33299999999999996,0.0,4,0.489,4,241059,-5.447,0.469,1,0F11eSsYR5xhh6gMIEG3Q4,50,LONELY NIGHT,Peck Palitchoke,107568,2019-09-08,0F11eSsYR5xhh6gMIEG3Q4
20850,0.557,0.28300000000000003,136.05100000000002,0.0454,0.7040000000000001,0.0,4,0.575,9,292000,-6.8629999999999995,0.39899999999999997,1,3zrebnrolRrRWRx9yx7tZs,51,ทางผ่าน,Pure,105216,2019-08-25,3zrebnrolRrRWRx9yx7tZs
10850,0.68,0.158,97.02,0.10099999999999999,0.196,1.7100000000000002e-05,4,0.8009999999999999,10,217732,-5.7829999999999995,0.627,1,5oqPT1KXfiCgFfGNc9f80H,51,OUU NA NA (feat. FIIXD),Wonderframe,42448,2018-09-09,5oqPT1KXfiCgFfGNc9f80H
12650,0.598,0.465,91.98299999999999,0.0544,0.209,1.05e-05,4,0.715,0,202000,-7.1610000000000005,0.5579999999999999,1,1OCWm66r2PwI8RsspEMfzD,51,แพ้ทุกที (LOOPER),fellow fellow,58739,2018-11-11,1OCWm66r2PwI8RsspEMfzD
50,0.621,0.0958,150.011,0.102,0.00028199999999999997,5.39e-05,4,0.9079999999999999,1,177000,-6.638,0.42100000000000004,0,7KXjTSCq5nL1LoYtL7XAwS,51,HUMBLE.,Kendrick Lamar,16218,2017-08-27,7KXjTSCq5nL1LoYtL7XAwS
12050,0.41,0.111,100.025,0.0261,0.33799999999999997,7.699999999999999e-06,4,0.6829999999999999,6,200171,-9.448,0.0772,0,6SrJGBmuQGR8SKpPqHfXz4,51,รักมือสอง,Bedroom Audio,44488,2018-10-21,6SrJGBmuQGR8SKpPqHfXz4
25650,0.736,0.0365,124.051,0.0342,0.0147,0.0,4,0.759,6,190968,-5.64,0.626,0,0gwKIieG4w3IZHVPb7XGPw,51,Dive - KR Ver.,iKON,122147,2020-02-09,0gwKIieG4w3IZHVPb7XGPw
1650,0.679,0.11199999999999999,119.977,0.0644,0.301,0.000136,4,0.6779999999999999,1,188346,-7.093,0.218,1,1pZdegOXTZ2ftINo3oUuRZ,51,Bedroom Floor,Liam Payne,18244,2017-10-22,1pZdegOXTZ2ftINo3oUuRZ
8450,0.67,0.16399999999999998,81.969,0.0412,0.65,0.0,4,0.5479999999999999,10,233007,-6.324,0.47100000000000003,1,1tMotuXLRwAZYpRfz4oAMx,51,อย่าทำอย่างนั้น,PORTRAIT,36891,2018-06-17,1tMotuXLRwAZYpRfz4oAMx
6250,0.562,0.217,125.965,0.0724,0.0449,0.0,4,0.7090000000000001,5,205267,-4.864,0.386,1,1xy4apMFecGGkgBeaHFZ2M,51,Chasing Fire,Lauv,29924,2018-04-01,1xy4apMFecGGkgBeaHFZ2M
10450,0.5579999999999999,0.131,135.879,0.0276,0.29,0.0,4,0.509,2,240362,-6.369,0.327,0,7L8hkKW4hnemNfuOfEZcle,51,Epiphany,BTS,44542,2018-08-26,7L8hkKW4hnemNfuOfEZcle
10250,0.826,0.35,76.999,0.0528,0.06,2.71e-06,4,0.5379999999999999,7,260000,-5.522,0.596,1,0r8b4o2jSmUG7vF2BojYlv,51,สมดั่งใจ,Ammy The Bottom Blues,43107,2018-08-19,0r8b4o2jSmUG7vF2BojYlv
7850,0.737,0.22399999999999998,114.007,0.035,0.195,0.0,4,0.652,7,262103,-5.046,0.27399999999999997,1,5SZ6PiNkj1IIavGqBSMacb,51,Bracelet,Lauv,32370,2018-05-27,5SZ6PiNkj1IIavGqBSMacb
22050,0.45799999999999996,0.21,79.02199999999999,0.0256,0.32799999999999996,0.0,4,0.6970000000000001,4,222532,-9.529,0.38299999999999995,0,3ROrOM62UNsrYiegBzlIuD,51,ไม่เป็นไรหรอก - Ost.รักฉุดใจนายฉุกเฉิน,ต้าเหนิง กัญญาวีร์,110971,2019-10-06,3ROrOM62UNsrYiegBzlIuD
650,0.531,0.14300000000000002,159.786,0.0776,0.128,0.000127,4,0.58,5,218320,-6.631,0.141,0,1OmcAT5Y8eg5bUPv9qJT4R,51,rockstar,Post Malone,20132,2017-09-17,1OmcAT5Y8eg5bUPv9qJT4R
19850,0.522,0.106,71.027,0.107,0.765,0.0,4,0.574,7,251500,-6.9079999999999995,0.341,1,3uQfQMt9GEXhAZLVGtubcv,51,ไม่สนิทอย่าทัก feat. Chilling Sunday,fellow fellow,80992,2019-07-21,3uQfQMt9GEXhAZLVGtubcv
25450,0.8809999999999999,0.146,103.055,0.0461,0.0457,4.26e-06,4,0.6920000000000001,11,192280,-2.563,0.433,0,3CyCjgTHFzqucmECajq8QA,51,DUN DUN,EVERGLOW,113289,2020-02-02,3CyCjgTHFzqucmECajq8QA
8650,0.491,0.129,89.01799999999999,0.04,0.494,9.31e-05,4,0.652,7,262226,-9.539,0.34700000000000003,1,6RjwqDSAllo8d9EfDEK5IV,51,ฟัง,SIN,38611,2018-06-24,6RjwqDSAllo8d9EfDEK5IV
15251,0.853,0.32899999999999996,124.99799999999999,0.0665,0.00116,4.23e-05,4,0.79,11,199874,-4.564,0.713,0,6G7DuXoSGeAf6BZivJdEjF,52,달라달라 DALLA DALLA,ITZY,61349,2019-02-10,6G7DuXoSGeAf6BZivJdEjF
